condition,area,convex_area,eccentricity,equivalent_diameter,extent,major_axis_length,minor_axis_length,orientation,perimeter,solidity,mean_intensity_w1,max_intensity_w1,min_intensity_w1,1,2,3,4,5
(-)-Huperzine A (HupA) 0.03,129.0187637969095,134.33774834437085,0.7643083416880101,12.558543264498319,0.7183612964334398,16.505818693419542,9.804590997219245,0.027269371174150316,41.93694992985078,0.9599663428304454,0.05585528290135749,0.0975544301605855,0.022668051768168423,0.04746136865342163,0.11258278145695365,0.2781456953642384,0.33002207505518766,0.23178807947019867
(-)-Huperzine A (HupA) 0.1,132.73101673101672,138.24839124839124,0.7493780857807184,12.719472735097424,0.7223461911181993,16.493680306478026,10.0814861184777,0.0023726868120511327,42.34933637039505,0.9584253234472873,0.05848599185829045,0.1013147601382895,0.024754586519292132,0.06177606177606178,0.15186615186615188,0.24324324324324326,0.3732303732303732,0.16988416988416988
(-)-Huperzine A (HupA) 0.3,135.71621621621622,141.64324324324323,0.7425517518725204,12.812470353470674,0.7245682255606273,16.557566674257146,10.221520372986344,0.05916299122580257,42.70521700972895,0.9570693503258587,0.055919625525740854,0.10308691043985183,0.02278351881293035,0.07432432432432433,0.12567567567567567,0.24054054054054055,0.3783783783783784,0.1810810810810811
(-)-Huperzine A (HupA) 1.0,133.9184713375796,139.65987261146498,0.7578937258651676,12.750033618394323,0.7207673998837829,16.663738252011253,10.026764095265294,0.01032832126187388,42.60965425154361,0.9588308344241152,0.058775082777816956,0.09931559885100565,0.025155488947171026,0.07006369426751592,0.17452229299363056,0.2585987261146497,0.3579617834394904,0.13885350318471337
(-)-Huperzine A (HupA) 3.0,132.6326530612245,138.07908163265307,0.7646885313300136,12.70846868205135,0.7267230632244848,16.625195280342712,9.962361076568502,-0.02907123206687639,42.357545363227445,0.9601252491410918,0.055040461417204034,0.09583958583433372,0.021893757503000873,0.04846938775510204,0.1364795918367347,0.26403061224489793,0.33418367346938777,0.21683673469387754
(R)-baclofen 0.01,130.35108958837773,135.85230024213075,0.7678494488616294,12.563205768418012,0.7178490755578555,16.62211642848951,9.771100359271069,0.07325080335086769,42.0973378903157,0.958422544784611,0.055489009506189076,0.0973045150263497,0.022460000949532235,0.06416464891041163,0.13559322033898305,0.24455205811138014,0.3474576271186441,0.20823244552058112
(R)-baclofen 0.03,130.16310160427807,135.5133689839572,0.7474686019210116,12.612610126956469,0.734255059057673,16.287186387546523,10.024213272063973,0.0681733655280856,41.83683403415351,0.9600919765670677,0.054899045063024385,0.10133296634161709,0.02177702631854864,0.05748663101604278,0.1270053475935829,0.24197860962566844,0.3783422459893048,0.19518716577540107
(R)-baclofen 0.1,131.15822002472189,136.5203955500618,0.7560415365845391,12.618525633021044,0.7264238891177833,16.435464313500518,9.955178410563642,-0.026015588537863687,42.00054832449059,0.9603957181438214,0.058210628363284396,0.1024128069027366,0.024369228531956468,0.059332509270704575,0.1557478368355995,0.242274412855377,0.36711990111248455,0.17552533992583436
(R)-baclofen 0.3,140.32443257676903,146.0694259012016,0.749097028560995,13.069844187155443,0.7310176828057534,16.951628723356592,10.359990185369137,0.040441909958339614,43.61703490493559,0.9606836343677717,0.054786799442165246,0.09962957145475013,0.021499253907170276,0.07343124165554073,0.15220293724966621,0.2376502002670227,0.40053404539385845,0.13618157543391188
(R)-baclofen 1.0,129.74537037037038,135.24189814814815,0.7556030158795036,12.540694069796961,0.7205552798378752,16.453158901843906,9.844863572012482,0.07673166551619376,41.94292772306757,0.9589929991066467,0.05983514779048452,0.10650417574437203,0.02532679738562082,0.05787037037037037,0.17476851851851852,0.24768518518518517,0.3541666666666667,0.16550925925925927
(R)-baclofen 3.0,130.1346153846154,135.38076923076923,0.7531422131105572,12.592448617286514,0.7240525809879144,16.320087096990644,9.983584151288559,-0.03380141116765271,41.79742130377178,0.9590156165512599,0.057944398426462575,0.10409125188536984,0.02380593262946219,0.06538461538461539,0.14487179487179488,0.2564102564102564,0.31794871794871793,0.2153846153846154
(S)-crizotinib 0.01,134.26142131979697,139.83121827411168,0.7343467610570595,12.763843245729907,0.7234364924177019,16.347674265919494,10.239020977733052,0.055343801000190006,42.33933485697735,0.9589490407692232,0.05525731893108668,0.10052752065293165,0.023187269831790543,0.07106598984771574,0.16243654822335024,0.20939086294416243,0.3819796954314721,0.1751269035532995
(S)-crizotinib 0.03,136.22470433639947,141.98817345597897,0.7491143034889944,12.854392000815018,0.7147535561263051,16.644805275310066,10.231770410197083,-0.09800990501285894,42.86246373292262,0.9581403943218875,0.053824632953441136,0.0967431913632736,0.02233129782793524,0.07095926412614981,0.15111695137976347,0.24441524310118265,0.37582128777923784,0.15768725361366623
(S)-crizotinib 0.1,134.44228274967574,140.05058365758754,0.7548789179375914,12.763181839077854,0.7280978186471119,16.61281386359346,10.082997327312011,-0.03380097231724584,42.594387663021344,0.9578860189091807,0.05087131341888464,0.08838661275145629,0.021457999542229104,0.08041504539559015,0.1815823605706874,0.2230869001297017,0.3333333333333333,0.1815823605706874
(S)-crizotinib 0.3,128.76538461538462,134.0525641025641,0.7371881814838873,12.49478314291744,0.729451269676139,15.99588972043156,10.014547597258703,0.032525931612346695,41.318600495130276,0.9599578465029664,0.060790109496044784,0.10632101558572142,0.02632730015082946,0.052564102564102565,0.1641025641025641,0.2141025641025641,0.4064102564102564,0.16282051282051282
(S)-crizotinib 1.0,128.19308357348703,133.47838616714697,0.7333461022673284,12.474069142671281,0.7313410037920269,15.941151592645296,10.040789873047954,-0.045277699256870994,41.231531064455666,0.9591622923368567,0.0531649256834774,0.1017460586540094,0.021428773238401914,0.08213256484149856,0.15994236311239193,0.207492795389049,0.38472622478386165,0.16570605187319884
(S)-crizotinib 3.0,114.454802259887,118.65254237288136,0.704750402944541,11.84390373412263,0.7501869272102538,14.539897086391036,9.83537035039195,-0.0117359870814942,38.240789939400564,0.962497769566187,0.05581338545635017,0.09602719618921045,0.024322864739115917,0.06779661016949153,0.1553672316384181,0.13559322033898305,0.4943502824858757,0.14689265536723164
1-deoxygalactonojirimycin 0.003,129.05740987983978,134.29506008010682,0.7588111253123241,12.53528087276382,0.7274740836664333,16.369208768538794,9.862396988822466,0.05703712236902034,41.70885935864429,0.9597578509464252,0.05690146758255074,0.09758501531453755,0.025511139035053067,0.07076101468624833,0.17356475300400534,0.22429906542056074,0.37383177570093457,0.157543391188251
1-deoxygalactonojirimycin 0.01,133.8161668839635,139.60756192959582,0.7610542639029951,12.779429367063264,0.7186980043394053,16.726330158103455,10.052341291993297,0.10331699301082867,42.73555857776609,0.9577875309731518,0.060851451083072466,0.10492880333358934,0.02669427614592118,0.05736636245110821,0.17861799217731422,0.22294654498044328,0.34419817470664926,0.196870925684485
1-deoxygalactonojirimycin 0.03,137.62421972534332,143.26841448189762,0.7522989747667278,12.975099411706157,0.7257756314998061,16.96711345534259,10.208063205843303,0.01702411901375945,43.3823001021856,0.9599706388645529,0.0569170993655185,0.09860835720055859,0.02420014197938835,0.07240948813982521,0.149812734082397,0.24344569288389514,0.3807740324594257,0.15355805243445692
1-deoxygalactonojirimycin 0.1,122.85994764397905,127.46073298429319,0.7460064920698205,12.306465379966545,0.7425175141008787,15.719070345535785,9.828453958403678,0.01886529961477157,40.35311418671592,0.9639794822591029,0.05726367511988464,0.0965994251103585,0.02651421825274619,0.06675392670157068,0.1662303664921466,0.2054973821989529,0.38219895287958117,0.1793193717277487
1-deoxygalactonojirimycin 0.3,134.33376123234916,140.01283697047498,0.7475958439575939,12.750408356513997,0.7242528028368144,16.555259387523257,10.099310770377963,-0.0654443317093213,42.48723260698857,0.9597161635100815,0.06174180748642617,0.11430063681441772,0.026025069848221706,0.055198973042362,0.14890885750962773,0.2374839537869063,0.392811296534018,0.16559691912708602
1-deoxygalactonojirimycin 1.0,130.21628189550427,135.53827460510328,0.7498542159529513,12.597771838569821,0.7224960523351577,16.33440293673488,9.9888667051435,-0.04226529619171039,41.88819050690642,0.9600530166736181,0.059973064978795516,0.10903318800181085,0.025832082529244897,0.07290400972053462,0.1445929526123937,0.22964763061968407,0.3462940461725395,0.2065613608748481
1-deoxygalactonojirimycin 10.0,130.46905940594058,135.90594059405942,0.7592863432661445,12.618079697942624,0.7219244039573963,16.49127049428908,9.926047339244432,-0.037906948473070703,42.131994736775525,0.9593595006649693,0.06159159950322135,0.10460226169675814,0.027467967384973636,0.054455445544554455,0.1448019801980198,0.22896039603960397,0.3688118811881188,0.20297029702970298
1-deoxygalactonojirimycin 3.0,136.78320802005013,142.66040100250626,0.7536405933343139,12.886073717357657,0.726303333993056,16.742048698906466,10.193499114609125,-0.04929724367954558,42.98602338444487,0.9581939606330718,0.06084365156910934,0.10520172981473298,0.02626173276328062,0.06265664160401002,0.17293233082706766,0.23809523809523808,0.3508771929824561,0.17543859649122806
17-hydroxyprogesterone-caproate 0.01,134.39276485788113,139.83204134366926,0.7586932805503307,12.783291914280605,0.7235000264438355,16.733283671465365,10.033540028105019,-0.050262610493613503,42.68786953384988,0.9608144647897625,0.05731675864552994,0.1000405330090694,0.024899934133860324,0.06976744186046512,0.18087855297157623,0.2532299741602067,0.3268733850129199,0.16925064599483206
17-hydroxyprogesterone-caproate 0.03,139.27297297297298,145.1689189189189,0.7466025696312003,12.96879214203209,0.721880497305025,16.891403322910353,10.254716450912568,-0.10576815169260045,43.40863458266893,0.9594508494724018,0.06023113969515743,0.1031332803391629,0.026094329623741256,0.06486486486486487,0.15945945945945947,0.2635135135135135,0.3472972972972973,0.16486486486486487
17-hydroxyprogesterone-caproate 0.1,128.84225352112676,133.73098591549297,0.75444290264265,12.602710909290854,0.7342860131380162,16.30561406654117,9.962677096071497,0.004898373398100438,41.6530612725141,0.9631545743583951,0.058774368736315204,0.09818006075669722,0.026496824081745102,0.0647887323943662,0.1647887323943662,0.2056338028169014,0.3845070422535211,0.18028169014084508
17-hydroxyprogesterone-caproate 0.3,133.53517587939697,139.06281407035175,0.7565802291031521,12.751246074775226,0.7272667304256797,16.61858383320465,10.053594964846452,-0.058876822994516805,42.546183861364106,0.9607572110984738,0.06119913916825279,0.10433417085427149,0.027058084540348554,0.06281407035175879,0.16331658291457288,0.25,0.36180904522613067,0.1620603015075377
17-hydroxyprogesterone-caproate 1.0,137.37915407854985,143.06042296072508,0.7498052661879719,12.889197979295496,0.7268600141498498,16.75285984913898,10.208238602972914,-0.03714141917139579,43.00477604751069,0.9598799040168478,0.060255276686933305,0.10946922575676833,0.02551981517682604,0.06797583081570997,0.1419939577039275,0.2326283987915408,0.3867069486404834,0.17069486404833836
17-hydroxyprogesterone-caproate 3.0,129.8724340175953,134.89296187683286,0.7194635568785899,12.579315776188478,0.7415025824832848,15.762126610867146,10.278093536435504,-0.033234142324347,41.18679794053334,0.9627648017128154,0.060085881630164914,0.10304755333218359,0.027324478178367882,0.08651026392961877,0.1627565982404692,0.16862170087976538,0.4149560117302053,0.16715542521994134
4-Aminobenzoic acid 0.01,151.106463878327,157.5551330798479,0.7700283094139246,13.499504651236169,0.7147237580613717,18.02175634887318,10.430510395912718,0.010570364040018005,45.74500556879293,0.95864127295477,0.04328644948561173,0.07691170257710189,0.01705559283282385,0.06463878326996197,0.13688212927756654,0.302915082382763,0.30164765525982257,0.19391634980988592
4-Aminobenzoic acid 0.03,145.98852040816325,152.1530612244898,0.7579275794362147,13.282331966829151,0.7215349813042603,17.437927546444655,10.416440156279588,-0.11120377421856747,44.58238642887675,0.9594881531113274,0.04704733980502732,0.08551170468187295,0.01936649659863954,0.06377551020408163,0.16326530612244897,0.27040816326530615,0.34566326530612246,0.1568877551020408
4-Aminobenzoic acid 0.1,139.46191646191647,145.62653562653563,0.7528874098868014,13.051700837635229,0.7219508878147929,17.04612795813595,10.304862462845987,0.05034959765626857,43.809531317699616,0.9578216072684484,0.04786772155690123,0.08506527918292653,0.019312761959820703,0.06511056511056511,0.12039312039312039,0.2800982800982801,0.34275184275184273,0.19164619164619165
4-Aminobenzoic acid 0.3,144.56440903054448,151.19123505976097,0.74283283862013,13.166761018291645,0.7208703076878288,17.049142387074696,10.516195663258287,-0.02330958644740086,44.121860966301924,0.9570454209046583,0.049450629961385766,0.0895034242116504,0.019847407754602444,0.0650730411686587,0.15272244355909695,0.2403718459495352,0.3784860557768924,0.16334661354581673
4-Aminobenzoic acid 1.0,136.12325285895807,141.66836086404066,0.7362552512783667,12.850348360598492,0.7275511028996874,16.472388053781525,10.289849159263648,-0.019768032779728967,42.617518048754356,0.9591076769554566,0.048818711732003923,0.09032812616787544,0.019781000074743985,0.06480304955527319,0.1423125794155019,0.21982210927573062,0.3951715374841169,0.17789072426937738
4-Aminobenzoic acid 3.0,147.443537414966,153.4530612244898,0.7518542467728209,13.35058322122242,0.7202130745714292,17.436371619622648,10.517925914195143,-0.031501241564443866,44.734610853272095,0.9605820739088053,0.0459112408346029,0.08289449112978559,0.017704415099373094,0.05714285714285714,0.145578231292517,0.2680272108843537,0.3442176870748299,0.18503401360544217
4-Biphenylacetic acid 0.01,145.48473748473748,151.93040293040292,0.7632581963554761,13.283784624653679,0.7111289326513619,17.620411987349478,10.334956083727489,-0.025382952072474936,44.881254652847005,0.9572103949197048,0.04554856697189318,0.08504273504273521,0.017334626158155595,0.04884004884004884,0.15506715506715507,0.28327228327228327,0.326007326007326,0.18681318681318682
4-Biphenylacetic acid 0.03,147.16944801026958,153.56482670089858,0.758571281744177,13.323086694565951,0.7119376339284192,17.60807250360952,10.412129485737516,-0.05840432429318278,44.984399024718634,0.9572605886378966,0.05008375415817981,0.09365954340658011,0.019134637166805118,0.0693196405648267,0.15917843388960207,0.2901155327342747,0.3247753530166881,0.15661103979460847
4-Biphenylacetic acid 0.1,152.6420382165605,159.54904458598728,0.7616022122838144,13.567392781864108,0.7099700192920992,17.959230103415123,10.59389501863652,0.052106621389424984,45.968204951817015,0.9563122123620764,0.04692671295578807,0.08803297115024389,0.0178506306981391,0.061146496815286625,0.15668789808917197,0.26878980891719745,0.35286624203821654,0.16050955414012738
4-Biphenylacetic acid 0.3,148.93822393822393,155.48519948519947,0.7585218439053922,13.351423272149113,0.7180426210513516,17.70121033842298,10.407081493713017,0.030578579504204475,45.16512302746129,0.958128606391083,0.05083736780697331,0.09325207560501707,0.020564261740732236,0.05662805662805663,0.17503217503217502,0.26126126126126126,0.33976833976833976,0.16731016731016732
4-Biphenylacetic acid 1.0,142.00380228136882,147.99746514575412,0.7561856575163769,13.109088895061962,0.7137626671775977,17.14273316209207,10.322145194528977,-0.04112257285319829,43.963116060942845,0.9575504315327856,0.04948513176131672,0.0895437262357416,0.020491314396481112,0.057034220532319393,0.14702154626108999,0.2813688212927757,0.3282636248415716,0.18631178707224336
4-Biphenylacetic acid 3.0,140.16391359593393,146.14993646759848,0.746725120662183,13.020449214081168,0.7242658789464594,16.95496682588622,10.30942593309645,0.012832155672292298,43.605980408272714,0.9582907399275462,0.04790550961541442,0.08808954331414937,0.018905249520392683,0.05844980940279543,0.13468869123252858,0.241423125794155,0.3646759847522236,0.20076238881829733
"4-Chloro-3,5-dimethylphenol 0.01",142.70026525198938,148.88063660477454,0.753212613749615,13.14391242717772,0.719005179511154,17.156540266436952,10.378942340545326,0.05559948177359631,44.09161812567402,0.9574222602575164,0.04762609490394298,0.08404587299110632,0.018838092266084083,0.0649867374005305,0.15649867374005305,0.259946949602122,0.356763925729443,0.16180371352785147
"4-Chloro-3,5-dimethylphenol 0.03",146.00275862068966,152.53931034482758,0.7452617575149518,13.260984966758862,0.7166509632639758,17.284507250793926,10.516113123259737,-0.08017983466216996,44.597560355350595,0.9556316844718079,0.045282120284217374,0.08539418526031123,0.01773630831642996,0.07862068965517241,0.12551724137931033,0.23586206896551723,0.36,0.2
"4-Chloro-3,5-dimethylphenol 0.1",146.39974293059126,153.03727506426736,0.7597365043369659,13.30348274941802,0.7179211073037195,17.623218311135105,10.384498931419357,-0.09112216158210051,44.97276897807547,0.9567112548653204,0.04538710720475894,0.0817707545743236,0.018112052018750973,0.05912596401028278,0.13624678663239073,0.2879177377892031,0.34190231362467866,0.17480719794344474
"4-Chloro-3,5-dimethylphenol 0.3",149.66933333333333,156.04666666666665,0.7518114054429964,13.448108946828693,0.7180884193657274,17.537152109491217,10.654003589640562,-0.03038414223696108,45.192151584122435,0.9572490527202601,0.04368412345712416,0.07875816993464078,0.01711895424836608,0.058666666666666666,0.13733333333333334,0.25866666666666666,0.376,0.16933333333333334
"4-Chloro-3,5-dimethylphenol 1.0",141.74365175332528,147.73276904474002,0.7491721754025188,13.143700612080407,0.7265999212632042,17.072636438238362,10.416728386413146,0.030372387038622828,43.96910146559041,0.9592979215553037,0.04502276351530165,0.08158119354150407,0.017699219954003382,0.05804111245465538,0.1656590084643289,0.23579201934703747,0.3603385731559855,0.18016928657799275
"4-Chloro-3,5-dimethylphenol 3.0",139.98531211750307,146.0171358629131,0.755229479017351,13.019583580877297,0.7183864826119801,17.036043779320526,10.241598904421572,-0.07696565043686095,43.6551630312033,0.9580487237522124,0.04731251645245406,0.08334893320853483,0.019633042935656493,0.0587515299877601,0.15299877600979192,0.2864137086903305,0.34394124847001223,0.15789473684210525
4-Methylbenzylidene camphor 0.01,145.98529411764707,152.18504901960785,0.7665898167293336,13.268034360767434,0.7149946656629178,17.565762036419844,10.323160361312688,-0.03535311267554518,44.728413086945345,0.9587460008510774,0.051139325318297554,0.08887206843521739,0.021017156862744923,0.08333333333333333,0.17279411764705882,0.2659313725490196,0.31495098039215685,0.16299019607843138
4-Methylbenzylidene camphor 0.03,146.2725,152.6225,0.7593172343932012,13.22240854951371,0.7161560264724881,17.53660602884015,10.306510584603755,0.0009417300312735227,44.63541145379643,0.9584405777188866,0.05264420459665267,0.09756372549019615,0.021598039215686274,0.05875,0.14375,0.28625,0.365,0.14625
4-Methylbenzylidene camphor 0.1,154.84027777777777,161.30277777777778,0.7591724989140746,13.66683066324633,0.7200377504033669,18.078395645928364,10.675343906147003,0.021554178311696686,46.16786217592797,0.9594592522354571,0.050625168829330464,0.08898148148148179,0.0204125816993463,0.06666666666666667,0.16666666666666666,0.2569444444444444,0.325,0.18472222222222223
4-Methylbenzylidene camphor 0.3,141.77452229299362,147.69171974522294,0.755692292876228,13.043083480825276,0.7217418686433619,17.177183801168734,10.217906258335601,-0.0770911753218373,43.76735753472949,0.9596542671256454,0.05336479808018722,0.09893093543149749,0.021491195204196244,0.07261146496815286,0.16050955414012738,0.267515923566879,0.3286624203821656,0.17070063694267515
4-Methylbenzylidene camphor 1.0,141.6815286624204,147.50573248407645,0.7588532727665402,13.084388804383568,0.7262162064870648,17.134355580844346,10.27224055304858,-0.03423617775332533,43.771274824443225,0.9596466952411484,0.0518186802913057,0.09053827900587026,0.020996627950543124,0.0751592356687898,0.18471337579617833,0.2394904458598726,0.33375796178343947,0.16687898089171974
4-Methylbenzylidene camphor 3.0,144.9912609238452,150.94756554307116,0.7661052294424472,13.235143652978426,0.7150059997595241,17.410392179831184,10.359057132038506,0.06010781832262349,44.447240705695435,0.956839839852312,0.0517256748311749,0.0906721989669778,0.021139017404714463,0.062421972534332085,0.16104868913857678,0.25842696629213485,0.33458177278401996,0.18352059925093633
"4-[(7-chloro-2-methoxybenzo[b][1,5]naphthyridin-10-yl)amino]-2,6-bis(pyrrolidin-1-ylmethyl)phenol 0.01",136.83809523809524,142.56666666666666,0.749164637189489,12.86322339080162,0.7210549950359741,16.82064716280522,10.140101381641223,-0.05897554139011289,43.08235348350682,0.9602459015960293,0.055387215812533815,0.10117647058823537,0.023057889822595535,0.07380952380952381,0.11904761904761904,0.2488095238095238,0.375,0.18333333333333332
"4-[(7-chloro-2-methoxybenzo[b][1,5]naphthyridin-10-yl)amino]-2,6-bis(pyrrolidin-1-ylmethyl)phenol 0.03",146.2357512953368,152.52720207253887,0.7609169019070474,13.260320147688363,0.7225014722570798,17.438142277924165,10.394273545900276,0.027410330650681818,44.58899685386505,0.9574183546719313,0.049714778365312136,0.08604846083511135,0.020264401097226277,0.06347150259067358,0.1489637305699482,0.2616580310880829,0.34974093264248707,0.17616580310880828
"4-[(7-chloro-2-methoxybenzo[b][1,5]naphthyridin-10-yl)amino]-2,6-bis(pyrrolidin-1-ylmethyl)phenol 0.1",140.5250626566416,146.6641604010025,0.7554570822258223,13.023138837326039,0.7201607689664179,17.12736557612538,10.236323621490719,0.001590065044683872,43.825611034511006,0.956327101804195,0.051887053583058285,0.09454641505725123,0.020654577620521645,0.06140350877192982,0.15914786967418545,0.2706766917293233,0.34210526315789475,0.16666666666666666
"4-[(7-chloro-2-methoxybenzo[b][1,5]naphthyridin-10-yl)amino]-2,6-bis(pyrrolidin-1-ylmethyl)phenol 0.3",147.0142487046632,153.03756476683938,0.7515392844286417,13.307412543578339,0.7236802880193784,17.47408360432135,10.451323423618797,-0.054988619443766845,44.72881831956118,0.9602338840081955,0.0505973420411036,0.0862770496799759,0.02138194656100761,0.07253886010362694,0.16968911917098445,0.23834196891191708,0.3588082901554404,0.16062176165803108
"4-[(7-chloro-2-methoxybenzo[b][1,5]naphthyridin-10-yl)amino]-2,6-bis(pyrrolidin-1-ylmethyl)phenol 1.0",141.51020408163265,147.76020408163265,0.7438934327996701,13.05434395705381,0.7185128755428754,16.905828793017243,10.397217944523707,-0.10713825008748074,43.66263470290503,0.9563762522167376,0.047812796002222,0.08393607442977208,0.019614095638255263,0.07270408163265306,0.16198979591836735,0.22066326530612246,0.36862244897959184,0.1760204081632653
"4-[(7-chloro-2-methoxybenzo[b][1,5]naphthyridin-10-yl)amino]-2,6-bis(pyrrolidin-1-ylmethyl)phenol 3.0",169.00605143721634,175.98184568835097,0.7561056444046746,14.228763773467923,0.7221882006533822,18.7232324285899,11.135578734166494,-0.023537705119862723,48.077465626279036,0.9605674875238648,0.0471200768734453,0.08467117558067114,0.01863041737118444,0.07413010590015129,0.1422087745839637,0.27382753403933435,0.34190620272314676,0.16792738275340394
6-Mercaptopurine (6-MP) 0.01,150.51020408163265,157.1530612244898,0.7610759661475409,13.483194420653264,0.7125300782190309,17.886777161445295,10.49161674857377,-0.020074249890483828,45.68602669347389,0.9580012356861017,0.045263569488616213,0.08826280512204918,0.016855492196878746,0.061224489795918366,0.14923469387755103,0.29209183673469385,0.3227040816326531,0.1747448979591837
6-Mercaptopurine (6-MP) 0.03,154.78368355995056,161.4857849196539,0.7643320982312036,13.666649462445726,0.7082713965622576,18.195449484458432,10.607768463744206,-0.006665896713694731,46.37841479245388,0.9586247657469396,0.042511417904329135,0.07923604546886766,0.01599408613878177,0.059332509270704575,0.13720642768850433,0.31396786155747836,0.3226205191594561,0.1668726823238566
6-Mercaptopurine (6-MP) 0.1,143.68439716312056,149.60756501182033,0.7550407279220133,13.193142669186141,0.7147946150684686,17.30579395151185,10.371179821276343,-0.07125300647775264,44.31712022143292,0.9599339279741766,0.04512630483377362,0.08212232883697246,0.017437305891623685,0.0673758865248227,0.14775413711583923,0.26122931442080377,0.3640661938534279,0.1595744680851064
