condition,area,convex_area,eccentricity,equivalent_diameter,extent,major_axis_length,minor_axis_length,orientation,perimeter,solidity,mean_intensity_w1,max_intensity_w1,min_intensity_w1,1,2,3,4,5
4-Aminopyridine 0.03,116.916122,121.5708061,0.746681981,11.97649515,0.7271192,15.40442992,9.553746343,-0.054858743,39.51174951,0.960871545,0.076703974,0.120775129,0.037447136,0.322440087,0.319172113,0.174291939,0.089324619,0.094771242
4-Aminopyridine 0.1,112.2740492,116.7181208,0.731397828,11.71812266,0.732017562,14.859093,9.461701487,-0.043892978,38.32330142,0.96158186,0.076667798,0.12289446,0.0366364,0.359060403,0.285234899,0.15212528,0.101789709,0.101789709
4-Aminopyridine 0.3,116.4170616,120.9952607,0.739180154,11.90545404,0.73191703,15.1404951,9.58360759,-0.00594129,39.02181999,0.960577553,0.072556654,0.111568395,0.035716941,0.322274882,0.295023697,0.188388626,0.099526066,0.09478673
4-Aminopyridine 1.0,110.2702079,114.4515012,0.729522682,11.63999815,0.738240134,14.58682949,9.46745137,-0.028691853,37.80177703,0.962030599,0.073589266,0.115408912,0.035810352,0.33256351,0.281755196,0.189376443,0.093533487,0.102771363
4-Aminopyridine 3.0,112.1513083,116.6188851,0.730018591,11.72555248,0.735838393,14.78293912,9.511945655,-0.058116384,38.22627684,0.960545218,0.075947561,0.118282808,0.037397667,0.311717861,0.30261661,0.185437998,0.112627986,0.087599545
4-Aminosalicylate 0.01,120.1423529,125.1188235,0.746072059,12.13925824,0.730064113,15.69053754,9.66095802,-0.063146867,40.22967564,0.959414248,0.068537968,0.110372549,0.031711649,0.318823529,0.315294118,0.182352941,0.098823529,0.084705882
4-Aminosalicylate 0.03,121.8761062,127.1814159,0.757862666,12.2116973,0.725192412,15.98738571,9.610113449,-0.013091955,40.68536145,0.95849566,0.067548535,0.107542729,0.032512363,0.272123894,0.35619469,0.213495575,0.086283186,0.071902655
4-Aminosalicylate 0.1,120.0111607,125.1272321,0.753455864,12.11287823,0.724489626,15.72446675,9.601904611,-0.027194042,40.21208209,0.958026293,0.072032997,0.118299195,0.034000788,0.316964286,0.341517857,0.177455357,0.083705357,0.080357143
4-Aminosalicylate 0.3,119.1118881,123.9731935,0.740973071,12.05497272,0.725430135,15.49291179,9.645603699,-0.016410646,39.82142388,0.958533245,0.066490218,0.108095663,0.031433109,0.317016317,0.313519814,0.185314685,0.099067599,0.085081585
4-Aminosalicylate 1.0,120.5925508,125.4164786,0.735495239,12.1594708,0.729340145,15.49200243,9.77975638,0.030977185,40.03380868,0.960606493,0.066711547,0.110073917,0.031399106,0.378103837,0.273137698,0.151241535,0.099322799,0.098194131
4-Aminosalicylate 3.0,120.098831,125.1020191,0.746469055,12.10172999,0.730257322,15.62016228,9.6426967,-0.080158765,40.06276973,0.958260969,0.06643366,0.108731846,0.031763247,0.333687566,0.317747078,0.164718385,0.090329437,0.093517535
4-Chlorophenol 0.01,121.808,126.6365714,0.738535106,12.24918245,0.731890359,15.61755542,9.834180272,-0.02449251,40.31189105,0.961080491,0.06847364,0.108068347,0.033445378,0.329142857,0.298285714,0.204571429,0.078857143,0.089142857
4-Chlorophenol 0.03,119.3554556,124.704162,0.749106589,12.0654869,0.720942017,15.65816654,9.587606753,-0.051572863,40.13982872,0.955156307,0.068537408,0.108853305,0.033267165,0.316085489,0.336332958,0.158605174,0.097862767,0.091113611
4-Chlorophenol 0.1,124.0616279,128.9581395,0.745470328,12.33867525,0.730483789,15.87469023,9.835867917,0.015346861,40.75034244,0.960961314,0.065526935,0.101731646,0.031831965,0.352325581,0.287209302,0.175581395,0.110465116,0.074418605
4-Chlorophenol 0.3,116.0286929,120.6695005,0.737763043,11.90424483,0.733174069,15.17344756,9.56270189,-0.038037622,39.05586376,0.961576086,0.067784997,0.107019024,0.033235398,0.334750266,0.266737513,0.184909671,0.100956429,0.112646121
4-Chlorophenol 1.0,116.3387978,121.0622951,0.737412084,11.90516521,0.732969279,15.12077476,9.59582324,0.080170026,39.03262616,0.95822148,0.067357513,0.106460945,0.03305368,0.290710383,0.335519126,0.205464481,0.092896175,0.075409836
4-Chlorophenol 3.0,121.8652561,127.0746102,0.747651892,12.23990867,0.726464811,15.74743508,9.773820338,0.027193939,40.48985024,0.957670361,0.068831482,0.109796279,0.033226342,0.307349666,0.339643653,0.183741648,0.084632517,0.084632517
5-Aminolevulinic acid 0.01,106.7714581,110.8438469,0.745130028,11.47861714,0.735048309,14.63576286,9.20134243,-0.050288785,37.49486471,0.961392139,0.074201812,0.113439585,0.037290387,0.3557394,0.299896587,0.153050672,0.092037229,0.099276112
5-Aminolevulinic acid 0.03,114.2455157,118.794843,0.743930342,11.86070342,0.729247285,15.11065629,9.517749092,-0.103291772,38.8917576,0.960433044,0.073368879,0.114029939,0.035628242,0.31838565,0.290358744,0.180493274,0.099775785,0.110986547
5-Aminolevulinic acid 0.1,110.7193182,115.2931818,0.745087277,11.66909961,0.730148356,14.92737057,9.352768826,-0.02891066,38.32187805,0.958625892,0.076040844,0.117679367,0.037764037,0.3375,0.303409091,0.164772727,0.107954545,0.086363636
5-Aminolevulinic acid 0.3,114.0830489,118.3981797,0.735798015,11.86334631,0.737157798,14.90246175,9.619656042,-0.018327329,38.59722914,0.962445471,0.07529687,0.118040777,0.036711727,0.311717861,0.319681456,0.183162685,0.094425484,0.091012514
5-Aminolevulinic acid 1.0,111.491784,116.0833333,0.744404915,11.68767234,0.726330428,14.88813705,9.3901004,-0.071031839,38.28278977,0.959388152,0.073427562,0.1145701,0.035553024,0.314553991,0.291079812,0.1842723,0.099765258,0.110328638
5-Aminolevulinic acid 3.0,118.4338395,123.5032538,0.74493108,12.00832009,0.722431236,15.46457938,9.579733673,-0.013633001,39.69862283,0.957732177,0.074943503,0.119866233,0.035654587,0.32537961,0.312364425,0.170281996,0.104121475,0.087852495
5-BrdU 0.01,126.28487,131.3605201,0.753815303,12.38751525,0.727650315,16.06387319,9.795715646,0.000897869,41.0979312,0.961002342,0.061189868,0.101603857,0.027893663,0.291962175,0.312056738,0.186761229,0.124113475,0.085106383
5-BrdU 0.03,120.8995585,125.6986755,0.744096854,12.15333425,0.729407221,15.60363437,9.708613005,-0.041798793,40.0972392,0.960912498,0.059830269,0.097444055,0.027586244,0.321192053,0.315673289,0.176600442,0.092715232,0.093818985
5-BrdU 0.1,118.457732,123.4505155,0.745147195,12.00231861,0.724632221,15.47333105,9.574120953,-0.022217344,39.68553716,0.957522149,0.057081545,0.097227613,0.026017789,0.319587629,0.301030928,0.198969072,0.093814433,0.086597938
5-BrdU 0.3,118.3408163,123.2183673,0.745862784,12.00938089,0.729709757,15.49000374,9.548967115,0.023615097,39.69561226,0.960657825,0.061275863,0.102372949,0.028256303,0.323469388,0.324489796,0.183673469,0.081632653,0.086734694
5-BrdU 1.0,123.695171,129.1277666,0.758653116,12.27543611,0.718235905,16.09978299,9.63421016,-0.033660476,41.01651817,0.957964654,0.059047062,0.098470233,0.027031799,0.306841046,0.326961771,0.17806841,0.109657948,0.078470825
5-BrdU 3.0,119.4025026,124.5828989,0.762538457,12.07430643,0.715819939,15.88683451,9.452506517,-0.050981599,40.32295965,0.957686743,0.061687095,0.10131162,0.028968084,0.263816475,0.351407716,0.192909281,0.106360792,0.085505735
5-hydroxytryptophan (5-HTP) 0.01,111.6887872,116.01373,0.736618131,11.71174311,0.734394785,14.85715893,9.447950628,-0.087017032,38.30345092,0.960989717,0.075608161,0.115385651,0.03701373,0.329519451,0.292906178,0.191075515,0.091533181,0.094965675
5-hydroxytryptophan (5-HTP) 0.03,111.567297,115.8598443,0.736000666,11.72540818,0.733077168,14.80882346,9.473522166,0.059418974,38.21518668,0.962351683,0.077854429,0.120323235,0.039097908,0.330367075,0.290322581,0.19243604,0.101223582,0.085650723
5-hydroxytryptophan (5-HTP) 0.1,110.0089686,114.411435,0.73264741,11.58837729,0.735213425,14.68151331,9.360139809,-0.005881998,37.85845747,0.960753929,0.074325742,0.11632265,0.036633914,0.323991031,0.281390135,0.189461883,0.1132287,0.091928251
5-hydroxytryptophan (5-HTP) 0.3,110.9745223,115.2558386,0.734213919,11.66937476,0.736395834,14.78578367,9.419446808,0.020616653,38.13852712,0.962222069,0.075139491,0.11753882,0.037363141,0.347133758,0.307855626,0.175159236,0.09447983,0.07537155
5-hydroxytryptophan (5-HTP) 1.0,118.0036058,122.4651442,0.743648654,12.05667194,0.736640054,15.33802859,9.678317768,-0.103547554,39.50637424,0.962879987,0.072377833,0.112368024,0.03513504,0.346153846,0.290865385,0.168269231,0.091346154,0.103365385
5-hydroxytryptophan (5-HTP) 3.0,111.4633867,115.5652174,0.729246125,11.68371664,0.739229133,14.71194843,9.474683109,0.095441861,38.02583821,0.963488232,0.075767806,0.118462557,0.037330058,0.336384439,0.300915332,0.187643021,0.09382151,0.081235698
6-Thioguanine 0.01,120.0145089,125.0535714,0.747703883,12.1316341,0.721948274,15.73166037,9.638659945,-0.02426557,40.29507477,0.958435639,0.070473506,0.112911415,0.03407191,0.3203125,0.303571429,0.165178571,0.106026786,0.104910714
6-Thioguanine 0.03,116.0100334,120.6677815,0.747013548,11.89774698,0.728595989,15.31339784,9.478029696,0.008873339,39.20192756,0.960397205,0.067212336,0.106601526,0.032825103,0.336677815,0.293199554,0.168338907,0.107023411,0.094760312
6-Thioguanine 0.1,123.4931193,128.6880734,0.743678687,12.29423084,0.724443635,15.82365233,9.826917801,0.053564005,40.72908088,0.957927714,0.069116128,0.112950845,0.032309093,0.324541284,0.339449541,0.173165138,0.091743119,0.071100917
6-Thioguanine 0.3,119.7395604,124.3593407,0.739131069,12.10543636,0.733268642,15.39806182,9.744114078,-0.072423518,39.72698743,0.96081328,0.068526675,0.108044602,0.033801982,0.325274725,0.284615385,0.182417582,0.104395604,0.103296703
6-Thioguanine 1.0,120.1871412,124.8541906,0.737491939,12.11735739,0.735861903,15.38841191,9.767440207,-0.009949528,39.73951175,0.961199901,0.06450457,0.099783886,0.031919588,0.326061998,0.322617681,0.175660161,0.092996556,0.082663605
6-Thioguanine 3.0,124.362757,128.6638452,0.732565266,12.33706579,0.745432761,15.3889732,10.05379568,-0.011188933,40.02124468,0.963555339,0.06498322,0.100059274,0.032426441,0.322853688,0.286577993,0.176541717,0.124546554,0.089480048
7de5b5c6-cb03-4f69-b32d-738c306fa726 0.01,126.7391813,131.8502924,0.752042841,12.44269948,0.726650708,16.06706968,9.886554424,-0.137208455,41.23373777,0.960382878,0.061528057,0.102389634,0.027595459,0.30994152,0.315789474,0.170760234,0.118128655,0.085380117
7de5b5c6-cb03-4f69-b32d-738c306fa726 0.03,118.6475676,123.6086486,0.756806577,12.04204269,0.721798629,15.67438595,9.510661963,0.096808476,39.9930474,0.958564556,0.066365617,0.105249603,0.031260201,0.315675676,0.322162162,0.203243243,0.097297297,0.061621622
7de5b5c6-cb03-4f69-b32d-738c306fa726 0.1,113.841553,118.4249738,0.744612722,11.81870719,0.732870859,15.12258689,9.471120225,0.018997263,38.80793035,0.960303023,0.065353381,0.104307347,0.031418842,0.329485834,0.309548793,0.182581322,0.096537251,0.0818468
7de5b5c6-cb03-4f69-b32d-738c306fa726 0.3,124.5769657,129.6555925,0.744976225,12.33642903,0.725547379,15.90459127,9.829909208,-0.053824478,40.85781891,0.960200089,0.062807799,0.101366903,0.029392222,0.302325581,0.310077519,0.181616833,0.106312292,0.099667774
7de5b5c6-cb03-4f69-b32d-738c306fa726 1.0,119.3724832,124.5234899,0.749010472,12.0851877,0.724081042,15.67379008,9.590581068,-0.051131066,40.11152769,0.957493461,0.061896066,0.100275256,0.02888209,0.310961969,0.324384787,0.181208054,0.104026846,0.079418345
7de5b5c6-cb03-4f69-b32d-738c306fa726 3.0,108.9498399,113.0373533,0.725419088,11.58588938,0.740641068,14.44797009,9.464917435,-0.096978793,37.52266611,0.962213227,0.067559159,0.104575512,0.032841568,0.408751334,0.267876201,0.146211313,0.078975454,0.098185699
8-Hydroxyquinoline 0.01,125.3240223,130.5843575,0.752507903,12.34959109,0.718995274,16.0738331,9.777354518,0.057057557,41.11387496,0.957335197,0.058258473,0.095462811,0.026696243,0.311731844,0.338547486,0.17877095,0.084916201,0.08603352
8-Hydroxyquinoline 0.03,122.7895349,127.8151163,0.727617409,12.25160985,0.732118064,15.50325167,9.929669603,0.021859158,40.27971905,0.95959439,0.062861994,0.103358413,0.02876197,0.312790698,0.31744186,0.181395349,0.088372093,0.1
8-Hydroxyquinoline 0.1,118.9581994,123.7759914,0.742277284,12.09304951,0.732255303,15.43274029,9.704384944,-0.071493633,39.75179058,0.960251522,0.061880982,0.099096316,0.02957779,0.340836013,0.293676313,0.176848875,0.108252947,0.080385852
8-Hydroxyquinoline 0.3,120.8892617,125.99217,0.744359123,12.14812808,0.729013016,15.58256002,9.717395866,6.10E-05,40.13052289,0.959038568,0.059871729,0.096774795,0.028000395,0.363534676,0.294183445,0.159955257,0.091722595,0.090604027
8-Hydroxyquinoline 1.0,116.1264132,120.8787256,0.737099385,11.88078937,0.729976299,15.16393798,9.551492567,0.014484913,39.09467229,0.959542606,0.062576599,0.10515386,0.029197146,0.316546763,0.30729702,0.194244604,0.084275437,0.097636177
8-Hydroxyquinoline 3.0,119.6417112,124.4192513,0.729014441,12.08784139,0.734405223,15.31492945,9.776696937,-0.039997115,39.70197272,0.961514858,0.065460479,0.10688791,0.031732201,0.348663102,0.30802139,0.182887701,0.073796791,0.086631016
AMN 082 dihydrochloride 0.01,125.3799076,130.6143187,0.737615431,12.36534403,0.725283437,15.81922374,9.933028761,-0.005427965,40.92371969,0.958383065,0.062285641,0.101134357,0.029179686,0.318706697,0.323325635,0.172055427,0.098152425,0.087759815
AMN 082 dihydrochloride 0.03,125.1292818,130.4895028,0.751279096,12.35094531,0.723026695,16.09448092,9.767687659,-0.038068404,41.15939794,0.957796503,0.05903225,0.096812913,0.026861662,0.303867403,0.340331492,0.17679558,0.096132597,0.082872928
AMN 082 dihydrochloride 0.1,123.7635359,129.0972376,0.74768007,12.24698146,0.722558461,15.83568708,9.744591924,0.05290855,40.61449393,0.956301391,0.063658231,0.104575886,0.02946593,0.31160221,0.314917127,0.201104972,0.081767956,0.090607735
AMN 082 dihydrochloride 0.3,121.3936842,126.4284211,0.754466871,12.1462483,0.726367505,15.81266924,9.596686044,0.00860221,40.38038408,0.958844251,0.061699944,0.098779154,0.02977193,0.316842105,0.305263158,0.178947368,0.104210526,0.094736842
AMN 082 dihydrochloride 1.0,130.8571429,136.1620648,0.73910621,12.64286797,0.724606542,16.1918491,10.1261447,0.016791566,41.85755494,0.959438353,0.058432633,0.094449545,0.027242662,0.340936375,0.307322929,0.168067227,0.086434574,0.097238896
